movieId,title,genres,rating
165,Die Hard: With a Vengeance (1995),Action|Crime|Thriller,3.4890247495580438
166,"Doom Generation, The (1995)",Comedy|Crime|Drama,2.787692307692308
167,Feast of July (1995),Drama,3.1645569620253164
168,First Knight (1995),Action|Drama|Romance,3.084698775239987
169,Free Willy 2: The Adventure Home (1995),Adventure|Children|Drama,2.283650982727814
170,Hackers (1995),Action|Adventure|Crime|Thriller,3.1975873015873018
171,Jeffrey (1995),Comedy|Drama,3.6030133146461107
172,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,2.7326066425310875
173,Judge Dredd (1995),Action|Crime|Sci-Fi,2.5382845327819648
174,Jury Duty (1995),Comedy,2.455979284369115
175,Kids (1995),Drama,3.507602582795251
176,Living in Oblivion (1995),Comedy,3.854633939906898
177,Lord of Illusions (1995),Horror,2.8859118409680207
178,Love & Human Remains (1993),Comedy|Drama,3.388
179,Mad Love (1995),Drama|Romance,2.7506102522375917
180,Mallrats (1995),Comedy|Romance,3.5872619047619048
181,Mighty Morphin Power Rangers: The Movie (1995),Action|Children,1.9290018832391713
182,Moonlight and Valentino (1995),Drama|Romance,3.091822094691535
183,Mute Witness (1994),Comedy|Horror|Thriller,3.3648208469055376
184,Nadja (1994),Drama,3.1036585365853657
185,"Net, The (1995)",Action|Crime|Thriller,3.1104273295962304
186,Nine Months (1995),Comedy|Romance,2.891730529317412
187,Party Girl (1995),Comedy,3.451219512195122
188,"Prophecy, The (1995)",Fantasy|Horror|Mystery,3.342473979183347
189,Reckless (1995),Comedy|Fantasy,3.0014880952380953
190,Safe (1995),Thriller,3.566145833333333
191,"Scarlet Letter, The (1995)",Drama|Romance,2.676081730769231
192,"Show, The (1995)",Documentary,3.0246913580246915
193,Showgirls (1995),Drama,2.2340568060021435
194,Smoke (1995),Comedy|Drama,3.84967155128853
195,Something to Talk About (1995),Comedy|Drama|Romance,3.0894509561998764
196,Species (1995),Horror|Sci-Fi,2.8502714998532435
197,"Stars Fell on Henrietta, The (1995)",Drama,3.0681818181818183
198,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller,3.4170950453899156
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical|Romance,3.783641160949868
200,"Tie That Binds, The (1995)",Thriller,2.836283185840708
201,Three Wishes (1995),Drama|Fantasy,3.0273972602739727
202,Total Eclipse (1995),Drama|Romance,2.9832904884318765
203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy,3.1474488856142937
204,Under Siege 2: Dark Territory (1995),Action,2.949130173965207
205,Unstrung Heroes (1995),Comedy|Drama,3.5158671586715866
206,Unzipped (1995),Documentary,3.4783236994219653
207,"Walk in the Clouds, A (1995)",Drama|Romance,3.371536756557074
208,Waterworld (1995),Action|Adventure|Sci-Fi,2.8520972097209722
209,White Man's Burden (1995),Drama,2.835570469798658
210,Wild Bill (1995),Western,2.8890041493775933
211,"Browning Version, The (1994)",Drama,3.5958549222797926
212,Bushwhacked (1995),Adventure|Comedy|Crime|Mystery,2.5782997762863533
213,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama,4.038461538461538
214,Before the Rain (Pred dozhdot) (1994),Drama|War,4.04723991507431
215,Before Sunrise (1995),Drama|Romance,3.838911742707554
216,Billy Madison (1995),Comedy,3.2602082602082603
217,"Babysitter, The (1995)",Drama|Thriller,2.730276134122288
218,Boys on the Side (1995),Comedy|Drama,3.2934322033898304
219,"Cure, The (1995)",Drama,3.6248025276461298
220,Castle Freak (1995),Horror,2.401818181818182
222,Circle of Friends (1995),Drama|Romance,3.5371983914209117
223,Clerks (1994),Comedy,3.8695505380882045
224,Don Juan DeMarco (1995),Comedy|Drama|Romance,3.4445868779862487
225,Disclosure (1994),Drama|Thriller,3.2883035855315117
226,Dream Man (1995),Thriller,2.8372093023255816
227,Drop Zone (1994),Action|Thriller,3.06875
228,Destiny Turns on the Radio (1995),Comedy,2.6873684210526316
229,Death and the Maiden (1994),Drama|Thriller,3.562808896210873
230,Dolores Claiborne (1995),Drama|Thriller,3.5911587040087865
231,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy,2.9524700015583605
232,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance,4.035609756097561
233,Exotica (1994),Drama,3.523720529039678
234,Exit to Eden (1994),Comedy,2.679718568369532
235,Ed Wood (1994),Comedy|Drama,3.6636518667397526
236,French Kiss (1995),Action|Comedy|Romance,3.3153499795333605
237,Forget Paris (1995),Comedy|Romance,3.22454064154469
238,Far From Home: The Adventures of Yellow Dog (1995),Adventure|Children,3.1690647482014387
239,"Goofy Movie, A (1995)",Animation|Children|Comedy|Romance,3.0547514159848963
240,Hideaway (1995),Thriller,2.9097968936678615
241,Fluke (1995),Children|Drama,3.0320284697508897
242,Farinelli: il castrato (1994),Drama|Musical,3.386617100371747
243,Gordy (1995),Children|Comedy|Fantasy,2.530751708428246
244,Gumby: The Movie (1995),Animation|Children,2.380701754385965
245,"Glass Shield, The (1994)",Crime|Drama,2.976470588235294
246,Hoop Dreams (1994),Documentary,4.042896855828221
247,Heavenly Creatures (1994),Crime|Drama,3.840450462179404
248,Houseguest (1994),Comedy,3.0256248022777603
249,Immortal Beloved (1994),Drama|Romance,3.682121212121212
250,Heavyweights (Heavy Weights) (1995),Children|Comedy,2.9854260089686098
251,"Hunted, The (1995)",Action,3.0502577319587627
252,I.Q. (1994),Comedy|Romance,3.2227020051618025
253,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror,3.4966446604759143
254,Jefferson in Paris (1995),Drama,2.8934817170111287
255,"Jerky Boys, The (1995)",Comedy,2.287696577243293
256,Junior (1994),Comedy|Sci-Fi,2.7282103134479274
257,Just Cause (1995),Mystery|Thriller,3.412883757543952
258,"Kid in King Arthur's Court, A (1995)",Adventure|Children|Comedy|Fantasy|Romance,2.6467836257309942
259,Kiss of Death (1995),Crime|Drama|Thriller,3.0756513026052104
260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,4.190671901948552
261,Little Women (1994),Drama,3.628918684286679
262,"Little Princess, A (1995)",Children|Drama,3.776025610623666
263,Ladybird Ladybird (1994),Drama,3.731645569620253
264,"Enfer, L' (1994)",Drama,3.3459119496855347
265,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Fantasy|Romance,3.9272651356993737
266,Legends of the Fall (1994),Drama|Romance|War|Western,3.496258734772123
267,Major Payne (1995),Comedy,2.878428270042194
268,Little Odessa (1994),Crime|Drama,3.3070054945054945
269,My Crazy Life (Mi vida loca) (1993),Drama,3.4775
270,Love Affair (1994),Drama|Romance,3.173764258555133
271,Losing Isaiah (1995),Drama,3.3305489260143197
272,"Madness of King George, The (1994)",Comedy|Drama,3.751746919070004
273,Mary Shelley's Frankenstein (Frankenstein) (1994),Drama|Horror|Sci-Fi,3.135035021551724
274,Man of the House (1995),Comedy,2.871295512277731
275,Mixed Nuts (1994),Comedy,2.7247442455242967
276,Milk Money (1994),Comedy|Romance,2.9862612200036636
277,Miracle on 34th Street (1994),Drama,3.42335886214442
278,Miami Rhapsody (1995),Comedy,3.0216076058772687
279,My Family (1995),Drama,3.699786324786325
280,Murder in the First (1995),Drama|Thriller,3.725705329153605
281,Nobody's Fool (1994),Comedy|Drama|Romance,3.6704776422764227
282,Nell (1994),Drama,3.420970752955818
283,New Jersey Drive (1995),Crime|Drama,3.0797413793103448
284,New York Cop (Nyû Yôku no koppu) (1993),Action|Crime,2.888888888888889
285,Beyond Bedlam (1993),Drama|Horror,2.3313953488372094
286,Nemesis 2: Nebula (1995),Action|Sci-Fi|Thriller,2.041284403669725
287,Nina Takes a Lover (1994),Comedy|Romance,3.24468085106383
288,Natural Born Killers (1994),Action|Crime|Thriller,3.230347310461669
289,Only You (1994),Comedy|Romance,3.346021303258145
290,Once Were Warriors (1994),Crime|Drama,3.995299356754082
291,Poison Ivy II (1996),Drama|Thriller,2.276676829268293
292,Outbreak (1995),Action|Drama|Sci-Fi|Thriller,3.414367903680561
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,4.050573554487676
294,"Perez Family, The (1995)",Comedy|Romance,3.1762632197414806
295,"Pyromaniac's Love Story, A (1995)",Comedy|Romance,2.7974413646055436
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,4.174231169217055
297,Panther (1995),Drama,3.1146616541353382
298,Pushing Hands (Tui shou) (1992),Drama,3.5040983606557377
299,Priest (1994),Drama,3.728865194211729
300,Quiz Show (1994),Drama,3.666690937333139
301,Picture Bride (Bijo photo) (1994),Drama|Romance,3.5277185501066097
302,"Queen Margot (Reine Margot, La) (1994)",Drama|Romance,3.75
303,"Quick and the Dead, The (1995)",Action|Thriller|Western,3.0401727861771057
304,Roommates (1995),Comedy|Drama,3.1988950276243093
305,Ready to Wear (Pret-A-Porter) (1994),Comedy,2.706036745406824
306,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama,4.089561500275786
307,Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama,3.9931845416417016
308,Three Colors: White (Trzy kolory: Bialy) (1994),Comedy|Drama,3.913249516441006
309,"Red Firecracker, Green Firecracker (Pao Da Shuang Deng) (1994)",Drama,3.636165577342048
310,Rent-a-Kid (1995),Comedy,2.76734693877551
311,Relative Fear (1994),Horror|Thriller,2.6604938271604937
312,Stuart Saves His Family (1995),Comedy,2.620377358490566
313,"Swan Princess, The (1994)",Animation|Children,3.02387041773231
314,"Secret of Roan Inish, The (1994)",Children|Drama|Fantasy|Mystery,3.8490543161978663
315,"Specialist, The (1994)",Action|Drama|Thriller,2.9020512361160873
316,Stargate (1994),Action|Adventure|Sci-Fi,3.3542249756281644
317,"Santa Clause, The (1994)",Comedy|Drama|Fantasy,3.1460792189334486
318,"Shawshank Redemption, The (1994)",Crime|Drama,4.446990499637029
319,Shallow Grave (1994),Comedy|Drama|Thriller,3.7844707520891365
320,Suture (1993),Film-Noir|Thriller,3.249216300940439
321,Strawberry and Chocolate (Fresa y chocolate) (1993),Drama,3.761930585683297
322,Swimming with Sharks (1995),Comedy|Drama,3.6972538513060953
324,"Sum of Us, The (1994)",Comedy|Drama,3.6865671641791047
325,National Lampoon's Senior Trip (1995),Comedy,2.6462355212355213
326,To Live (Huozhe) (1994),Drama,4.081020255063766
327,Tank Girl (1995),Action|Comedy|Sci-Fi,2.8063276993993576
328,Tales from the Crypt Presents: Demon Knight (1995),Horror|Thriller,3.15306963329213
329,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi,3.3296280866535373
330,Tales from the Hood (1995),Action|Crime|Horror,2.8082682291666665
331,Tom & Viv (1994),Drama,3.2853309481216457
332,Village of the Damned (1995),Horror|Sci-Fi,2.7609112709832133
333,Tommy Boy (1995),Comedy,3.3484765553731073
334,Vanya on 42nd Street (1994),Drama,3.8192918192918195
335,Underneath (1995),Mystery|Thriller,3.2632241813602016
336,"Walking Dead, The (1995)",Drama|War,2.8508474576271188
337,What's Eating Gilbert Grape (1993),Drama,3.75583021083832
338,Virtuosity (1995),Action|Sci-Fi|Thriller,2.994733447979364
339,While You Were Sleeping (1995),Comedy|Romance,3.500344619626088
340,"War, The (1994)",Adventure|Drama|War,3.3752556237218814
341,Double Happiness (1994),Drama,3.59375
342,Muriel's Wedding (1994),Comedy,3.5099657827202737
343,"Baby-Sitters Club, The (1995)",Children,2.6461456102783725
344,Ace Ventura: Pet Detective (1994),Comedy,2.9823418615601947
345,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy|Drama,3.6495830100853373
346,Backbeat (1993),Drama|Musical,3.429140832595217
347,Bitter Moon (1992),Drama|Film-Noir|Romance,3.4121271076523993
348,Bullets Over Broadway (1994),Comedy,3.700734013436178
349,Clear and Present Danger (1994),Action|Crime|Drama|Thriller,3.6603090866051198
350,"Client, The (1994)",Drama|Mystery|Thriller,3.4674098402071625
351,"Corrina, Corrina (1994)",Comedy|Drama|Romance,3.304745023179711
352,Crooklyn (1994),Comedy|Drama,3.2598659717051377
353,"Crow, The (1994)",Action|Crime|Fantasy|Thriller,3.513586298717018
354,Cobb (1994),Drama,3.1576394502829426
355,"Flintstones, The (1994)",Children|Comedy|Fantasy,2.433494315323473
356,Forrest Gump (1994),Comedy|Drama|Romance|War,4.029000181345584
357,Four Weddings and a Funeral (1994),Comedy|Romance,3.6511065381421712
358,Higher Learning (1995),Drama,3.249450065992081
359,I Like It Like That (1994),Comedy|Drama|Romance,3.292418772563177
360,I Love Trouble (1994),Action|Comedy,2.733698238933841
361,It Could Happen to You (1994),Comedy|Drama|Romance,3.3380733026236733
362,"Jungle Book, The (1994)",Adventure|Children|Romance,3.397168698387731
363,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)",Documentary,3.9937791601866253
364,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|IMAX,3.779090046420969
365,Little Buddha (1993),Drama,3.176986301369863
366,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)",Drama|Horror|Mystery|Thriller,2.956240487062405
367,"Mask, The (1994)",Action|Comedy|Crime|Fantasy,3.1747178920428105
368,Maverick (1994),Adventure|Comedy|Western,3.410737310983472
369,Mrs. Parker and the Vicious Circle (1994),Drama,3.3151785714285715
370,Naked Gun 33 1/3: The Final Insult (1994),Action|Comedy,2.9555080288899798
371,"Paper, The (1994)",Comedy|Drama,3.25863667980524
372,Reality Bites (1994),Comedy|Drama|Romance,3.252059925093633
373,Red Rock West (1992),Thriller,3.7819676779132405
374,Richie Rich (1994),Children|Comedy,2.424773413897281
375,Safe Passage (1994),Drama,3.2716535433070866
376,"River Wild, The (1994)",Action|Thriller,3.281609704267753
377,Speed (1994),Action|Romance|Thriller,3.4932029257494825
378,Speechless (1994),Comedy|Romance,3.1270281810418448
379,Timecop (1994),Action|Sci-Fi|Thriller,2.723583180987203
380,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller,3.4911490071595725
381,When a Man Loves a Woman (1994),Drama|Romance,3.404263959390863
382,Wolf (1994),Drama|Horror|Romance|Thriller,3.0356154272005904
383,Wyatt Earp (1994),Western,3.195323383084577
384,Bad Company (1995),Action|Crime|Drama,2.976005188067445
385,"Man of No Importance, A (1994)",Drama,3.5703125
386,S.F.W. (1994),Drama,2.819327731092437
387,"Low Down Dirty Shame, A (1994)",Action|Comedy,2.6661911554921542
388,Boys Life (1995),Drama,3.5544464609800364
389,"Colonel Chabert, Le (1994)",Drama|Romance|War,3.487562189054726
390,Faster Pussycat! Kill! Kill! (1965),Action|Crime|Drama,3.4305896805896805
391,Jason's Lyric (1994),Crime|Drama,3.15807962529274
392,"Secret Adventures of Tom Thumb, The (1993)",Adventure|Animation,3.3127272727272725
393,Street Fighter (1994),Action|Adventure|Fantasy,1.8672219500244978
394,Coldblooded (1995),Comedy,3.3333333333333335
395,Desert Winds (1995),Drama|Fantasy|Romance,3.076923076923077
396,Fall Time (1995),Drama,2.5
397,"Fear, The (1995)",Horror,2.1847826086956523
398,Frank and Ollie (1995),Documentary,3.3823529411764706
399,Girl in the Cadillac (1995),Drama,2.25
400,Homage (1995),Drama,2.517857142857143
401,Mirage (1995),Action|Thriller,3.236842105263158
402,Open Season (1996),Comedy,2.925
403,Two Crimes (Dos crímenes) (1995),Comedy|Crime|Drama,1.8461538461538463
404,Brother Minister: The Assassination of Malcolm X (1994),Documentary,3.2962962962962963
405,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994),Action|Fantasy,2.450056274620146
406,Federal Hill (1994),Drama,3.0833333333333335
407,In the Mouth of Madness (1995),Horror|Thriller,3.145
408,8 Seconds (1994),Drama,3.2384969325153374
409,Above the Rim (1994),Crime|Drama,3.023201856148492
410,Addams Family Values (1993),Children|Comedy|Fantasy,2.9920775593511655
411,Martin Lawrence: You So Crazy (1994),Comedy|Documentary,2.774336283185841
412,"Age of Innocence, The (1993)",Drama,3.568237115682371
413,Airheads (1994),Comedy,2.7982800982800984
414,"Air Up There, The (1994)",Comedy,2.623699421965318
415,Another Stakeout (1993),Comedy|Thriller,2.8197078023002797
416,Bad Girls (1994),Western,2.705467869222097
417,Barcelona (1994),Comedy|Romance,3.516207209936383
418,Being Human (1993),Drama,2.705839416058394
419,"Beverly Hillbillies, The (1993)",Comedy,2.4929546455306033
420,Beverly Hills Cop III (1994),Action|Comedy|Crime|Thriller,2.7498660774072587
421,Black Beauty (1994),Adventure|Children|Drama,3.3083524027459954
422,Blink (1994),Thriller,3.2411473087818696
423,Blown Away (1994),Action|Thriller,3.008029513888889
424,Blue Chips (1994),Drama,2.7142857142857144
425,Blue Sky (1994),Drama|Romance,3.479591836734694
426,Body Snatchers (1993),Horror|Sci-Fi|Thriller,3.113458056729028
427,Boxing Helena (1993),Drama|Mystery|Romance|Thriller,2.5410918696800704
428,"Bronx Tale, A (1993)",Drama,3.8195771498272006
429,Cabin Boy (1994),Comedy,2.360418071476736
430,Calendar Girl (1993),Comedy|Drama,2.3273809523809526
